Comunidad,Año,Trimestre,Delito,Subdelito,Cantidad
ASTURIAS (PRINCIPADO DE),2019,4,ROBOS,FUERZA,1563.0
ASTURIAS (PRINCIPADO DE),2019,4,HURTOS,-,6780.0
ASTURIAS (PRINCIPADO DE),2019,4,SUSTRACCION,VEHICULOS,224.0
ASTURIAS (PRINCIPADO DE),2019,4,TRAFICO,DROGAS,206.0
ASTURIAS (PRINCIPADO DE),2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,17415.0
BALEARS (ILLES),2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,6.0
BALEARS (ILLES),2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,42.0
BALEARS (ILLES),2019,4,DELITOS,GRAVES Y MENOS GRAVES,857.0
BALEARS (ILLES),2019,4,SECUESTRO,-,6.0
BALEARS (ILLES),2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,743.0
BALEARS (ILLES),2019,4,ROBOS,VIOLENCIA E INTIMIDACION,1314.0
BALEARS (ILLES),2019,4,ROBOS,FUERZA,3574.0
BALEARS (ILLES),2019,4,HURTOS,-,26584.0
BALEARS (ILLES),2019,4,SUSTRACCION,VEHICULOS,1429.0
BALEARS (ILLES),2019,4,TRAFICO,DROGAS,656.0
BALEARS (ILLES),2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,42451.0
CANARIAS,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,20.0
CANARIAS,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,44.0
CANARIAS,2019,4,DELITOS,GRAVES Y MENOS GRAVES,1148.0
CANARIAS,2019,4,SECUESTRO,-,1.0
CANARIAS,2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,907.0
CANARIAS,2019,4,ROBOS,VIOLENCIA E INTIMIDACION,1535.0
CANARIAS,2019,4,ROBOS,FUERZA,4297.0
CANARIAS,2019,4,HURTOS,-,26122.0
CANARIAS,2019,4,SUSTRACCION,VEHICULOS,1295.0
CANARIAS,2019,4,TRAFICO,DROGAS,603.0
CANARIAS,2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,59667.0
CANTABRIA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,6.0
CANTABRIA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,9.0
CANTABRIA,2019,4,DELITOS,GRAVES Y MENOS GRAVES,285.0
CANTABRIA,2019,4,SECUESTRO,-,0.0
CANTABRIA,2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,107.0
CANTABRIA,2019,4,ROBOS,VIOLENCIA E INTIMIDACION,223.0
CANTABRIA,2019,4,ROBOS,FUERZA,1625.0
CANTABRIA,2019,4,HURTOS,-,4868.0
CANTABRIA,2019,4,SUSTRACCION,VEHICULOS,132.0
CANTABRIA,2019,4,TRAFICO,DROGAS,86.0
CANTABRIA,2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,10732.0
CASTILLA Y LEON,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,8.0
CASTILLA Y LEON,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,30.0
CASTILLA Y LEON,2019,4,DELITOS,GRAVES Y MENOS GRAVES,757.0
CASTILLA Y LEON,2019,4,SECUESTRO,-,2.0
CASTILLA Y LEON,2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,507.0
CASTILLA Y LEON,2019,4,ROBOS,VIOLENCIA E INTIMIDACION,706.0
CASTILLA Y LEON,2019,4,ROBOS,FUERZA,4765.0
CASTILLA Y LEON,2019,4,HURTOS,-,19206.0
CASTILLA Y LEON,2019,4,SUSTRACCION,VEHICULOS,573.0
CASTILLA Y LEON,2019,4,TRAFICO,DROGAS,447.0
CASTILLA Y LEON,2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,49362.0
CASTILLA - LA MANCHA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,11.0
CASTILLA - LA MANCHA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,30.0
CASTILLA - LA MANCHA,2019,4,DELITOS,GRAVES Y MENOS GRAVES,671.0
CASTILLA - LA MANCHA,2019,4,SECUESTRO,-,1.0
CASTILLA - LA MANCHA,2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,520.0
CASTILLA - LA MANCHA,2019,4,ROBOS,VIOLENCIA E INTIMIDACION,978.0
CASTILLA - LA MANCHA,2019,4,ROBOS,FUERZA,6530.0
CASTILLA - LA MANCHA,2019,4,HURTOS,-,13831.0
CASTILLA - LA MANCHA,2019,4,SUSTRACCION,VEHICULOS,615.0
CASTILLA - LA MANCHA,2019,4,TRAFICO,DROGAS,465.0
CASTILLA - LA MANCHA,2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,46656.0
CATALUNA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,58.0
CATALUNA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,190.0
CATALUNA,2019,4,DELITOS,GRAVES Y MENOS GRAVES,3359.0
CATALUNA,2019,4,SECUESTRO,-,6.0
CATALUNA,2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,3034.0
CATALUNA,2019,4,ROBOS,VIOLENCIA E INTIMIDACION,26448.0
CATALUNA,2019,4,ROBOS,FUERZA,33763.0
CATALUNA,2019,4,HURTOS,-,192053.0
CATALUNA,2019,4,SUSTRACCION,VEHICULOS,9711.0
CATALUNA,2019,4,TRAFICO,DROGAS,2615.0
CATALUNA,2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,218028.0
COMUNITAT VALENCIANA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,40.0
COMUNITAT VALENCIANA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,108.0
COMUNITAT VALENCIANA,2019,4,DELITOS,GRAVES Y MENOS GRAVES,2198.0
COMUNITAT VALENCIANA,2019,4,SECUESTRO,-,4.0
COMUNITAT VALENCIANA,2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,1749.0
COMUNITAT VALENCIANA,2019,4,ROBOS,VIOLENCIA E INTIMIDACION,4950.0
COMUNITAT VALENCIANA,2019,4,ROBOS,FUERZA,19832.0
COMUNITAT VALENCIANA,2019,4,HURTOS,-,68122.0
COMUNITAT VALENCIANA,2019,4,SUSTRACCION,VEHICULOS,3190.0
COMUNITAT VALENCIANA,2019,4,TRAFICO,DROGAS,1979.0
COMUNITAT VALENCIANA,2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,130377.0
EXTREMADURA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,5.0
EXTREMADURA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,8.0
EXTREMADURA,2019,4,DELITOS,GRAVES Y MENOS GRAVES,315.0
EXTREMADURA,2019,4,SECUESTRO,-,1.0
EXTREMADURA,2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,214.0
EXTREMADURA,2019,4,ROBOS,VIOLENCIA E INTIMIDACION,320.0
EXTREMADURA,2019,4,ROBOS,FUERZA,1660.0
EXTREMADURA,2019,4,HURTOS,-,6566.0
EXTREMADURA,2019,4,SUSTRACCION,VEHICULOS,144.0
EXTREMADURA,2019,4,TRAFICO,DROGAS,323.0
EXTREMADURA,2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,18035.0
GALICIA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,16.0
GALICIA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,25.0
GALICIA,2019,4,DELITOS,GRAVES Y MENOS GRAVES,954.0
GALICIA,2019,4,SECUESTRO,-,1.0
GALICIA,2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,634.0
GALICIA,2019,4,ROBOS,VIOLENCIA E INTIMIDACION,945.0
GALICIA,2019,4,ROBOS,FUERZA,5287.0
GALICIA,2019,4,HURTOS,-,18846.0
GALICIA,2019,4,SUSTRACCION,VEHICULOS,604.0
GALICIA,2019,4,TRAFICO,DROGAS,517.0
GALICIA,2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,52195.0
MADRID (COMUNIDAD DE),2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,32.0
MADRID (COMUNIDAD DE),2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,78.0
MADRID (COMUNIDAD DE),2019,4,DELITOS,GRAVES Y MENOS GRAVES,2442.0
MADRID (COMUNIDAD DE),2019,4,SECUESTRO,-,16.0
MADRID (COMUNIDAD DE),2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,2215.0
MADRID (COMUNIDAD DE),2019,4,ROBOS,VIOLENCIA E INTIMIDACION,15372.0
MADRID (COMUNIDAD DE),2019,4,ROBOS,FUERZA,18239.0
MADRID (COMUNIDAD DE),2019,4,HURTOS,-,154169.0
MADRID (COMUNIDAD DE),2019,4,SUSTRACCION,VEHICULOS,8030.0
MADRID (COMUNIDAD DE),2019,4,TRAFICO,DROGAS,2577.0
MADRID (COMUNIDAD DE),2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,204566.0
MURCIA (REGION DE),2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,13.0
MURCIA (REGION DE),2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,26.0
MURCIA (REGION DE),2019,4,DELITOS,GRAVES Y MENOS GRAVES,737.0
MURCIA (REGION DE),2019,4,SECUESTRO,-,3.0
MURCIA (REGION DE),2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,535.0
MURCIA (REGION DE),2019,4,ROBOS,VIOLENCIA E INTIMIDACION,1536.0
MURCIA (REGION DE),2019,4,ROBOS,FUERZA,6187.0
MURCIA (REGION DE),2019,4,HURTOS,-,15138.0
MURCIA (REGION DE),2019,4,SUSTRACCION,VEHICULOS,909.0
MURCIA (REGION DE),2019,4,TRAFICO,DROGAS,360.0
MURCIA (REGION DE),2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,31655.0
NAVARRA (COMUNIDAD FORAL DE),2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,5.0
NAVARRA (COMUNIDAD FORAL DE),2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,13.0
NAVARRA (COMUNIDAD FORAL DE),2019,4,DELITOS,GRAVES Y MENOS GRAVES,402.0
NAVARRA (COMUNIDAD FORAL DE),2019,4,SECUESTRO,-,1.0
NAVARRA (COMUNIDAD FORAL DE),2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,232.0
NAVARRA (COMUNIDAD FORAL DE),2019,4,ROBOS,VIOLENCIA E INTIMIDACION,331.0
NAVARRA (COMUNIDAD FORAL DE),2019,4,ROBOS,FUERZA,1514.0
NAVARRA (COMUNIDAD FORAL DE),2019,4,HURTOS,-,8538.0
NAVARRA (COMUNIDAD FORAL DE),2019,4,SUSTRACCION,VEHICULOS,183.0
NAVARRA (COMUNIDAD FORAL DE),2019,4,TRAFICO,DROGAS,159.0
NAVARRA (COMUNIDAD FORAL DE),2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,17792.0
PAIS VASCO,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,10.0
PAIS VASCO,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,27.0
PAIS VASCO,2019,4,DELITOS,GRAVES Y MENOS GRAVES,1157.0
PAIS VASCO,2019,4,SECUESTRO,-,7.0
PAIS VASCO,2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,668.0
PAIS VASCO,2019,4,ROBOS,VIOLENCIA E INTIMIDACION,1643.0
PAIS VASCO,2019,4,ROBOS,FUERZA,8162.0
PAIS VASCO,2019,4,HURTOS,-,30254.0
PAIS VASCO,2019,4,SUSTRACCION,VEHICULOS,890.0
PAIS VASCO,2019,4,TRAFICO,DROGAS,421.0
PAIS VASCO,2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,51297.0
RIOJA (LA),2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
RIOJA (LA),2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,5.0
RIOJA (LA),2019,4,DELITOS,GRAVES Y MENOS GRAVES,143.0
RIOJA (LA),2019,4,SECUESTRO,-,0.0
RIOJA (LA),2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,92.0
RIOJA (LA),2019,4,ROBOS,VIOLENCIA E INTIMIDACION,91.0
RIOJA (LA),2019,4,ROBOS,FUERZA,552.0
RIOJA (LA),2019,4,HURTOS,-,2415.0
RIOJA (LA),2019,4,SUSTRACCION,VEHICULOS,69.0
RIOJA (LA),2019,4,TRAFICO,DROGAS,105.0
RIOJA (LA),2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,5278.0
CIUDAD AUTONOMA DE CEUTA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,4.0
CIUDAD AUTONOMA DE CEUTA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,16.0
CIUDAD AUTONOMA DE CEUTA,2019,4,DELITOS,GRAVES Y MENOS GRAVES,44.0
CIUDAD AUTONOMA DE CEUTA,2019,4,SECUESTRO,-,2.0
CIUDAD AUTONOMA DE CEUTA,2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,23.0
CIUDAD AUTONOMA DE CEUTA,2019,4,ROBOS,VIOLENCIA E INTIMIDACION,147.0
CIUDAD AUTONOMA DE CEUTA,2019,4,ROBOS,FUERZA,58.0
CIUDAD AUTONOMA DE CEUTA,2019,4,HURTOS,-,819.0
CIUDAD AUTONOMA DE CEUTA,2019,4,SUSTRACCION,VEHICULOS,168.0
CIUDAD AUTONOMA DE CEUTA,2019,4,TRAFICO,DROGAS,297.0
CIUDAD AUTONOMA DE CEUTA,2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,3168.0
CIUDAD AUTONOMA DE MELILLA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
CIUDAD AUTONOMA DE MELILLA,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,8.0
CIUDAD AUTONOMA DE MELILLA,2019,4,DELITOS,GRAVES Y MENOS GRAVES,149.0
CIUDAD AUTONOMA DE MELILLA,2019,4,SECUESTRO,-,0.0
CIUDAD AUTONOMA DE MELILLA,2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,33.0
CIUDAD AUTONOMA DE MELILLA,2019,4,ROBOS,VIOLENCIA E INTIMIDACION,375.0
CIUDAD AUTONOMA DE MELILLA,2019,4,ROBOS,FUERZA,98.0
CIUDAD AUTONOMA DE MELILLA,2019,4,HURTOS,-,1202.0
CIUDAD AUTONOMA DE MELILLA,2019,4,SUSTRACCION,VEHICULOS,76.0
CIUDAD AUTONOMA DE MELILLA,2019,4,TRAFICO,DROGAS,76.0
CIUDAD AUTONOMA DE MELILLA,2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,3564.0
EN EL EXTRANJERO,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
EN EL EXTRANJERO,2019,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,1.0
EN EL EXTRANJERO,2019,4,DELITOS,GRAVES Y MENOS GRAVES,5.0
EN EL EXTRANJERO,2019,4,SECUESTRO,-,5.0
EN EL EXTRANJERO,2019,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,73.0
EN EL EXTRANJERO,2019,4,ROBOS,VIOLENCIA E INTIMIDACION,263.0
EN EL EXTRANJERO,2019,4,ROBOS,FUERZA,24.0
EN EL EXTRANJERO,2019,4,HURTOS,-,3096.0
EN EL EXTRANJERO,2019,4,SUSTRACCION,VEHICULOS,110.0
EN EL EXTRANJERO,2019,4,TRAFICO,DROGAS,15.0
EN EL EXTRANJERO,2019,4,RESTO CRIMINALIDAD CONVENCIONAL,-,11722.0
TOTAL NACIONAL,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,85.0
TOTAL NACIONAL,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,173.0
TOTAL NACIONAL,2020,1,DELITOS,GRAVES Y MENOS GRAVES,3967.0
TOTAL NACIONAL,2020,1,SECUESTRO,-,16.0
TOTAL NACIONAL,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,3223.0
TOTAL NACIONAL,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,13554.0
TOTAL NACIONAL,2020,1,ROBOS,FUERZA,32530.0
TOTAL NACIONAL,2020,1,HURTOS,-,137635.0
TOTAL NACIONAL,2020,1,SUSTRACCION,VEHICULOS,7243.0
TOTAL NACIONAL,2020,1,TRAFICO,DROGAS,3813.0
TOTAL NACIONAL,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,273037.0
ANDALUCIA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,18.0
ANDALUCIA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,49.0
ANDALUCIA,2020,1,DELITOS,GRAVES Y MENOS GRAVES,769.0
ANDALUCIA,2020,1,SECUESTRO,-,6.0
ANDALUCIA,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,529.0
ANDALUCIA,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,1579.0
ANDALUCIA,2020,1,ROBOS,FUERZA,5202.0
ANDALUCIA,2020,1,HURTOS,-,18071.0
ANDALUCIA,2020,1,SUSTRACCION,VEHICULOS,1340.0
ANDALUCIA,2020,1,TRAFICO,DROGAS,1040.0
ANDALUCIA,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,47519.0
ARAGON,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
ARAGON,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,6.0
ARAGON,2020,1,DELITOS,GRAVES Y MENOS GRAVES,91.0
ARAGON,2020,1,SECUESTRO,-,0.0
ARAGON,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,83.0
ARAGON,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,213.0
ARAGON,2020,1,ROBOS,FUERZA,498.0
ARAGON,2020,1,HURTOS,-,2108.0
ARAGON,2020,1,SUSTRACCION,VEHICULOS,51.0
ARAGON,2020,1,TRAFICO,DROGAS,61.0
ARAGON,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,5976.0
ASTURIAS (PRINCIPADO DE),2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
ASTURIAS (PRINCIPADO DE),2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,2.0
ASTURIAS (PRINCIPADO DE),2020,1,DELITOS,GRAVES Y MENOS GRAVES,86.0
ASTURIAS (PRINCIPADO DE),2020,1,SECUESTRO,-,1.0
ASTURIAS (PRINCIPADO DE),2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,44.0
ASTURIAS (PRINCIPADO DE),2020,1,ROBOS,VIOLENCIA E INTIMIDACION,100.0
ASTURIAS (PRINCIPADO DE),2020,1,ROBOS,FUERZA,377.0
ASTURIAS (PRINCIPADO DE),2020,1,HURTOS,-,1363.0
ASTURIAS (PRINCIPADO DE),2020,1,SUSTRACCION,VEHICULOS,62.0
ASTURIAS (PRINCIPADO DE),2020,1,TRAFICO,DROGAS,35.0
ASTURIAS (PRINCIPADO DE),2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,4112.0
BALEARS (ILLES),2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
BALEARS (ILLES),2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,5.0
BALEARS (ILLES),2020,1,DELITOS,GRAVES Y MENOS GRAVES,148.0
BALEARS (ILLES),2020,1,SECUESTRO,-,1.0
BALEARS (ILLES),2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,119.0
BALEARS (ILLES),2020,1,ROBOS,VIOLENCIA E INTIMIDACION,206.0
BALEARS (ILLES),2020,1,ROBOS,FUERZA,696.0
BALEARS (ILLES),2020,1,HURTOS,-,3025.0
BALEARS (ILLES),2020,1,SUSTRACCION,VEHICULOS,267.0
BALEARS (ILLES),2020,1,TRAFICO,DROGAS,75.0
BALEARS (ILLES),2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,9713.0
CANARIAS,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,5.0
CANARIAS,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,11.0
CANARIAS,2020,1,DELITOS,GRAVES Y MENOS GRAVES,239.0
CANARIAS,2020,1,SECUESTRO,-,0.0
CANARIAS,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,231.0
CANARIAS,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,378.0
CANARIAS,2020,1,ROBOS,FUERZA,1041.0
CANARIAS,2020,1,HURTOS,-,6688.0
CANARIAS,2020,1,SUSTRACCION,VEHICULOS,332.0
CANARIAS,2020,1,TRAFICO,DROGAS,147.0
CANARIAS,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,13953.0
CANTABRIA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CANTABRIA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,2.0
CANTABRIA,2020,1,DELITOS,GRAVES Y MENOS GRAVES,70.0
CANTABRIA,2020,1,SECUESTRO,-,0.0
CANTABRIA,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,18.0
CANTABRIA,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,60.0
CANTABRIA,2020,1,ROBOS,FUERZA,462.0
CANTABRIA,2020,1,HURTOS,-,911.0
CANTABRIA,2020,1,SUSTRACCION,VEHICULOS,24.0
CANTABRIA,2020,1,TRAFICO,DROGAS,31.0
CANTABRIA,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,2612.0
CASTILLA Y LEON,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,7.0
CASTILLA Y LEON,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,6.0
CASTILLA Y LEON,2020,1,DELITOS,GRAVES Y MENOS GRAVES,150.0
CASTILLA Y LEON,2020,1,SECUESTRO,-,0.0
CASTILLA Y LEON,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,90.0
CASTILLA Y LEON,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,159.0
CASTILLA Y LEON,2020,1,ROBOS,FUERZA,1112.0
CASTILLA Y LEON,2020,1,HURTOS,-,3613.0
CASTILLA Y LEON,2020,1,SUSTRACCION,VEHICULOS,117.0
CASTILLA Y LEON,2020,1,TRAFICO,DROGAS,77.0
CASTILLA Y LEON,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,11332.0
CASTILLA - LA MANCHA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,4.0
CASTILLA - LA MANCHA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,6.0
CASTILLA - LA MANCHA,2020,1,DELITOS,GRAVES Y MENOS GRAVES,132.0
CASTILLA - LA MANCHA,2020,1,SECUESTRO,-,1.0
CASTILLA - LA MANCHA,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,94.0
CASTILLA - LA MANCHA,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,218.0
CASTILLA - LA MANCHA,2020,1,ROBOS,FUERZA,1493.0
CASTILLA - LA MANCHA,2020,1,HURTOS,-,2936.0
CASTILLA - LA MANCHA,2020,1,SUSTRACCION,VEHICULOS,161.0
CASTILLA - LA MANCHA,2020,1,TRAFICO,DROGAS,86.0
CASTILLA - LA MANCHA,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,10600.0
CATALUNA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,13.0
CATALUNA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,20.0
CATALUNA,2020,1,DELITOS,GRAVES Y MENOS GRAVES,482.0
CATALUNA,2020,1,SECUESTRO,-,0.0
CATALUNA,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,576.0
CATALUNA,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,5073.0
CATALUNA,2020,1,ROBOS,FUERZA,7342.0
CATALUNA,2020,1,HURTOS,-,34910.0
CATALUNA,2020,1,SUSTRACCION,VEHICULOS,1795.0
CATALUNA,2020,1,TRAFICO,DROGAS,582.0
CATALUNA,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,45315.0
COMUNITAT VALENCIANA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,10.0
COMUNITAT VALENCIANA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,20.0
COMUNITAT VALENCIANA,2020,1,DELITOS,GRAVES Y MENOS GRAVES,458.0
COMUNITAT VALENCIANA,2020,1,SECUESTRO,-,4.0
COMUNITAT VALENCIANA,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,361.0
COMUNITAT VALENCIANA,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,1018.0
COMUNITAT VALENCIANA,2020,1,ROBOS,FUERZA,4563.0
COMUNITAT VALENCIANA,2020,1,HURTOS,-,12676.0
COMUNITAT VALENCIANA,2020,1,SUSTRACCION,VEHICULOS,619.0
COMUNITAT VALENCIANA,2020,1,TRAFICO,DROGAS,456.0
COMUNITAT VALENCIANA,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,28962.0
EXTREMADURA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
EXTREMADURA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,0.0
EXTREMADURA,2020,1,DELITOS,GRAVES Y MENOS GRAVES,54.0
EXTREMADURA,2020,1,SECUESTRO,-,0.0
EXTREMADURA,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,52.0
EXTREMADURA,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,56.0
EXTREMADURA,2020,1,ROBOS,FUERZA,506.0
EXTREMADURA,2020,1,HURTOS,-,1390.0
EXTREMADURA,2020,1,SUSTRACCION,VEHICULOS,50.0
EXTREMADURA,2020,1,TRAFICO,DROGAS,63.0
EXTREMADURA,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,4321.0
GALICIA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,4.0
GALICIA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,8.0
GALICIA,2020,1,DELITOS,GRAVES Y MENOS GRAVES,194.0
GALICIA,2020,1,SECUESTRO,-,0.0
GALICIA,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,134.0
